sentence	label
robust growth result inclusion clothing chain lindex group december 2007	1
`` six breweries recorded 5.2 percent growth domestic beer sales last year 270.21 million liters 256.88 million liters sold 2005 ''	1
`` january 11 2010 ephc board directors approved increase quarterly dividend $ 0.03 $ 0.05 per share ''	1
`` bilfinger investors cheered agreement pushing shares 7 % & euro ; 3.30 & euro ; 50.29 afternoon trade ''	1
`` london afx - shares rautaruukki corp upgraded ` hold ' ` sell ' abn amro price target raised 25.75 eur 14.5 said dealers ''	1
london marketwatch -- nokia nok said 's five-year services contract run hutchison essar 's network operations nine locations india	1
`` progress group qpr 's representative saudi arabia north africa signed framework agreement long term strategic relationship ise ''	1
`` ragutis controlled finnish brewery olvi achieved 5.7 percent rise beer sales 22.6 million liters held 10.75 percent market share ''	1
`` addition cramo peab signed exclusive five-year rental agreements finland extended existing rental agreements swedish market another five years ''	1
`` outotec oyj press release december 4 2009 10.30 outotec establishes new subsidiary kolkata outotec established subsidiary india order better serve indian customers increase business growing indian market ''	1
original contract signed last summer	0
`` `` number collection errors fell considerably operations speeded ''	1
`` second quarter 2010 group 's pretax loss narrowed eur 400,000 eur 600,000 ''	1
`` 26 january 2011 - finnish metal products company componenta oyj ( hel : cth1v ) said yesterday net loss narrowed eur500 ,000 last quarter 2010 eur5 .3 period year earlier ''	1
8 may 2009 - finnish liquid handling products diagnostic test systems maker biohit oyj ( hel : biobv ) said today ( 8 may 2009 ) net loss narrowed eur0 .1 ( usd0 .14 ) first quarter 2009 eur0 .4 period 2008	1
`` finnish metal products company componenta oyj ( hel : cth1v ) said today net loss narrowed eur 500,000 ( usd 680,000 ) last quarter 2010 eur 5.3 million period year earlier ''	1
`` finnish steel maker rautaruukki oyj ( hel : rtrks ) ruukki said today net loss contracted eur 49 million ( usd 68.2 ) first nine months 2010 eur 229 million period year ago ''	1
`` first nine months 2010 talvivaara 's net loss narrowed eur 8.3 million eur 21.9 million period 2009 ''	1
`` first nine months 2010 company 's net loss narrowed eur 415,000 eur 7.4 million corresponding period 2009 ''	1
`` first nine months 2010 company 's net loss narrowed eur415 ,000 eur7 .4 corresponding period 2009 ''	1
`` ( adp news ) - feb 9 2009 - finnish computer services company proha oyj ( hel : art1v ) said today net loss narrowed eur 113,000 ( usd 146,000 ) 2008 eur 1.2 million 2007 ''	1
new factory working model reorganisations would decrease nokian tyres ' costs factory eur 30 million ( usd 38.7 )	1
20 october 2010 - finnish metal products company componenta oyj hel : cth1v said yesterday net loss narrowed eur7m first nine months 2010 eur23 .3 period 2009	1
finnish fibers plastic products maker suominen corporation said net loss narrowed 1.6 mln euro $ 2.0 mln first nine months 2006 2.16 mln euro $ 2.7 mln period 2005	1
`` second quarter 2010 raute 's net loss narrowed eur 123,000 eur 1.5 million period 2009 ''	1
`` adp news - nov 13 2008 - finnish printed circuit board pcb maker aspocomp group oyj omx : acg1v said today net loss narrowed eur 2 million usd 2.5 first nine months 2008 eur 57 ''	1
`` metsaliitto however narrowed net loss second quarter 2007 5.0 mln euro $ 6.9 mln 61 mln euro $ 83.7 mln year ago ''	1
`` narrows eur2 .8 9-mo '09 29 october 2009 - finnish software hardware developer elektrobit oyj hel : ebg1v eb said today net loss narrowed eur2 .8 first nine months 2009 eur35 .6 period year ago ''	1
diluted loss per share narrowed eur 0.27 eur 0.86	1
unit costs flight operations fell 6.4 percent	1
loss third quarter 2007 eur 0.3 mn smaller loss second quarter 2007	1
`` 2009 3 february 2010 - finland-based steel maker rautaruukki oyj ( hel : rtrks ) ruukki said today slipped larger-than-expected pretax loss eur46m fourth quarter 2009 year-earlier profit eur45m ''	2
`` ( adpnews ) - feb 3 2010 - finland-based steel maker rautaruukki oyj ( hel : rtrks ) ruukki said today slipped larger-than-expected pretax loss eur 46 million ( usd 64.5 ) fourth quarter 2009 ''	2
`` result taxes decreased nearly eur 14.5 mn compared nearly eur 20mn previous accounting period ''	2
company slipped operating loss eur 2.6 million profit eur 1.3 million	2
23 april 2010 - finnish construction engineering company outotec oyj hel : ote1v said today slipped net loss eur7 .3 first quarter 2010 net profit eur12 .5 corresponding period last year	2
cramo slipped pretax loss eur 6.7 million pretax profit eur 58.9 million	2
`` finnish solutions provider affecto oyj hel : afe1v said today slipped net loss eur 115,000 usd 152,000 second quarter 2010 profit eur 845,000 corresponding period year earlier ''	2
`` 2009 comptel slipped net loss eur2 .1 profit eur6 .6 previous year ''	2
`` q2 2009 profit taxes amounted eur 13.6 mn eur 26.8 mn q2 2008 ''	2
`` adpnews - feb 5 2010 - finnish real estate investor sponda oyj hel : sda1v said today slipped net loss eur 81.5 million usd 11.8 2009 profit eur 29.3 million 2008 ''	2
`` adpnews - jul 17 2009 - finland-based steel maker rautaruukki oyj ruukki hel : rtrks said today slipped net loss eur 184 million usd 259.7 first half 2009 net profit eur 2 ''	2
`` profit taxes amounted eur 56.5 mn eur 232.9 mn year ago ''	2
`` profit taxes decreased 9 % eur 187.8 mn first nine months 2008 compared eur 207.1 mn year earlier ''	2
profit taxes decreased eur 31.6 mn eur 50.0 mn year	2
`` profit taxes eur 4.0 mn eur 4.9 mn ''	2
`` company 's profit taxes fell eur 21.1 mn third quarter 2008 compared eur 35.8 mn corresponding period 2007 ''	2
`` august-october 2010 company 's result taxes totalled eur 9.6 mn eur 0.5 mn corresponding period 2009 ''	1
finnish bore owned rettig family grown recently acquisition smaller shipping companies	1
plan estimated generate eur 5 million ( usd 6.5 ) cost savings annual basis	1
`` finnish pharmaceuticals company orion reports profit taxes eur 70.0 mn third quarter 2010 eur 54.9 mn corresponding period 2009 ''	1
`` finnish sampo bank danish danske bank group reports profit taxes eur 152.3 mn 2010 eur 32.7 mn 2009 ''	1
`` profit taxes period eur0 .9 eur0 .01 last year ''	1
`` profit taxes eur 5.4 mn eur 3.6 mn year earlier ''	1
11 august 2010 - finnish measuring equipment maker vaisala oyj hel : vaias said today net loss widened eur4 .8 first half 2010 eur2 .3 corresponding period year earlier	2
`` finnish power supply solutions systems provider efore oyj said net loss widened 3.2 mln euro $ 4.2 mln first quarter fiscal 2006-2007 ending october 31 2007 900,000 euro $ 1.2 mln period fiscal 2005-06 ''	2
`` adp news - apr 22 2009 - finnish business information systems developer solteq oyj hel : stq1v said today net loss widened eur 189,000 usd 245,000 first quarter 2009 eur 10,000 peri ''	2
salonen added data shows producers ' pulp inventories north america declining '	2
elcoteq group recently announced last three months previous year brought major loss half billion kroons ( eur 32 mln ) fifth quarter running	2
`` current year raute expects net sales increase operating result -- positive ''	1
`` turnover surged eur61 .8 eur47 .6 due increasing service demand especially third quarter overall growth business ''	1
`` result company currently anticipates net sales increase operating result positive ''	1
`` `` upm 's deliveries increased third quarter 4 percent efficiency operations improved `` chief executive jussi pesonen said ''	1
`` global sports equipment maker amer sports corp. whose brands include atomic salomon wilson saw 64 percent increase third-quarter net profit euro 47.4 million $ 65 million strong sales cost cuts ''	1
`` due rapid expansion market share tallink terms passenger carriage tallinna sadam port tallinn totaled 55 percent november 45.7 percent november 2005 ''	1
cash flow operations recent quarter also reached eight year low	2
`` earnings per share ( eps ) amounted eur0 .98 loss eur0 .02 ''	1
`` earnings per share ( eps ) eur0 .03 loss eur0 .083 ''	1
`` operating profit totalled eur 0.4 mn operating loss eur 0.8 mn year-on-year ''	1
`` operating profit totalled eur 7.0 mn loss eur 4.0 mn second quarter 2009 ''	1
operating result including non-recurring items rose eur 146mn loss eur 267mn 2009	1
`` tiimari finnish retailer reported geenrated quarterly revenues totalling eur 1.3 mn 4th quarter 2009 eur 0.3 mn loss 2008 ''	1
`` earnings per share eps amounted eur0 .03 loss eur0 .08 ''	1
`` operating profit totalled eur 5.8 mn loss eur 1.7 mn fourth quarter 2009 ''	1
`` operating profit eur 0.6 mn loss eur 19mn year earlier ''	1
investments operational changes enable additional optimisation working hours thereby cost savings 7 % -9 %	1
`` shareholder 's full name id code : - petri ailus born 15.9.1966 information please contact isto hantila ceo tel +358 9 591 8342 ''	0
`` 9 september 2010 - finnish stationery gift retailer tiimari hel : tii1v said today net sales rose 2 % year-on-year eur5 .7 august 2010 driven growth finland demand baltics remained weak ''	1
`` 14:29 cet monday shares bavarian nordic climbed 1.21 % dkk250 stock exchange copenhagen lost 7.41 % past month ''	1
`` example net sales increased 5.9 % first quarter ebitda increased negative eur 0.2 mn first quarter 2009 ''	1
`` growth rate paying national debt extremely painful ''	2
`` customer satisfied basware invoice automation solution extends implementation new geographies	1
` separating side businesses able faster expand develop tapro retail network	1
`` according viking line 's managing director nils-erik eklund company 's board directors satisfied viking line 's performance ''	1
combining deep domain expertise application service management asm outsourcing service offerings proved winning combination	1
`` finnish construction company yit oyj said november 13 2007 70 mln euro $ 102.8 mln contract construct new office building local property company tapiola real estate oy ''	1
major order india comptel corporation received significant long-term order mediation provisioning solutions used leading operator india	1
olvi posted strong set figures first six months year	1
operating profit improved 27 % eur 579.8 mn eur 457.2 mn 2006	1
standardised services met positive reception among customers well itella	1
performance second half 2009 exceeded expectations	1
ponsse projects forest machine markets improve expected 2010 previous year	1
`` ragutis based lithuania 's second-largest city kaunas boosted sales last year 22.3 per cent 36.4 million liters ''	1
`` raisio 's bid buy glisten `` win-win `` deal companies chairman uk snacks firm told just-food today 10 february ''	1
aim annual improvement ruukki construction 's operating profit eur 3 million usd 4.1 starting 2009	1
`` transaction positive impact around eur2m earnings ruukki recognize fourth quarter year ''	1
`` combined activities create value shareholders good employees customers	1
`` trend sports leisure markets favorable first months year	1
27 january 2011 - finnish solutions provider affecto oyj ( hel : afe1v ) said today eur1 .2 ( usd1 .6 ) contract state-owned lithuanian social insurance institution ( sodra )	1
finnish construction group lemmink+inen awarded two road building contracts lithuanian transport administration	1
`` finnish flexible packaging manufacturer suominen corporation reports net sales eur 54.5 mn first quarter 2008 compared eur 54.3 mn year earlier ''	1
`` finnish metso paper awarded contract rebuild sabah forest industries ' ( sfi ) pulp mill sabah malaysia ''	1
finnish outokumpu technology awarded several new grinding technology contracts	1
finnish rautaruukki awarded contract supply install steel superstructures partihallsf+rbindelsen bridge gothenburg sweden	1
`` according atria 's president ceo matti tikkakoski company 's swedish operations significantly improved first quarter ''	1
`` according nordic financial group nordea 's analyst sami sarkamies makes nokia 's portfolio competitive ''	1
`` arvo vuorenmaa loviisa plant 's general manager said application new licence `` standard `` procedure `` quite confident `` approval granted ''	1
`` basware 's ceo ilkka sihvo comments conjunction interim report : `` whole basware succeeded well second quarter 2007 ''	1
cision says sale return u.k. operation profitability	1
`` citigroup inc ( nyse : c ) announced global transaction services ( gts ) business awarded new mandate finland-based pohjola bank group ''	1
`` department store sales improved 14 % eur 1,070.6 mn ''	1
`` finland 's national carrier finnair plc carried record 8.5 million passengers 2005 increase 4.5 percent previous year airline reported tuesday ''	1
`` finnair plc carried record 8.8 million passengers 2006 increase 3.5 percent previous year finnish national carrier reported tuesday ''	1
`` finnish consulting engineering group poyry plc ( omx helsinki : poy ) said wednesday ( 1 october ) awarded contract tanqia dibba fzc owner-engineer wastewater system dibba emirate fujairah uae ''	1
finnish handling systems company cargotec oyj ( hel : cgcbv ) said today eur 13 million ( usd 16.6 ) contract deliver macgregor hatch covers ships ordered norwegian shipowner grieg shipping	1
`` finnish steel maker rautaruukki oyj ( ruukki ) said july 7 2008 9.0 mln euro ( $ 14.1 mln ) contract supply install steel superstructures partihallsforbindelsen bridge project gothenburg western sweden ''	1
`` however broker gave `` outperform `` recommendation stock ''	1
last year sysopen digia invested ibm product know-how building portal trading place systems successfully implemented customer solutions supported	1
`` ( adp news ) - oct 1 2008 - finnish consulting engineering company poyry oyj ( omx : poy1v ) said today awarded eur 5.2 million ( usd 7.4 ) extension existing consultancy engineering contract venezuel ''	1
`` ( adp news ) - oct 31 2008 - finnish food company raisio oyj ( omx : raivv ) said today net profit jumped eur 16.4 million ( usd 20.9 ) first nine months 2008 eur 1.1 million period 2 ''	1
`` ( adp news ) - sep 30 2008 - finnish security privacy software solutions developer stonesoft oyj said today usd 1.9 million ( eur 1.3 ) order deliver stonegate network security products unnamed russian te ''	1
outotec 's net profit second quarter 2007 jumped 16.8 mln euro ( $ 23.1 mln ) 4.6 mln euro ( $ 6.3 mln ) year ago	1
pretax profit jumped eur 21.9 million eur 3.1 million	1
`` profitability ( ebit % ) 13.9 % compared 13.1 % previous-year period ''	1
`` sales improved sek 1,553 mn compared sek 1,408 mn ''	1
`` savon koulutuskuntayhtyma finland based company awarded contract specialist agricultural forestry machinery ''	1
skf 6 april 2010 - alandsbanken given `` buy `` recommendation swedish industrial company skf ab ( sto : skf b ) share price target sek150	1
sports equipment sales also progressed well owing prolonged winter season	1
tele2 affarsvarlden gave `` buy `` recommendation mobile operator tele2 ab share price target 142 crowns ( $ 23.54 - 15.19 euro )	1
acquisition immediate positive impact aspocomp 's financial result	1
`` australian company mirabela nickel awarded outokumpu technology contract grinding technology nickel sulfide project bahia state brazil ''	1
company also said poland profitability program launched oborniki steel frame sandwich panel plant	1
group also strong global position fishing categories	1
`` original name componenta +m+l subsidiary finnish componenta group changed +m+l components company seen 63 % growth q1 2010 comparison q1 2009 ''	1
resulted improved sales figures sweden	1
- upm-kymmene upgraded ` in-line ' ` underperform ' goldman sachs	1
`` demand sports equipment good 2005	1
finlan 's listed food industry company hkscan group controlled companies baltics improved revenues eur 3.5 mn eur 160.4 mn 2010 eur 156.9 mn year	1
`` finnish airline finnair deal uk public sector official airline flights london heathrow osaka japan well flights manchester uk helsinki finland ''	1
finnish cargotec 's kalmar received significant order us department defense	1
cargotec germany gmbh awarded contract stadtverwaltung mainz chassis bodies open procedure	1
`` earnings per share quarter also higher year-on-year 0.33 eur versus 0.27 market expectations 0.28 eur ''	1
`` ebitda year 2009 improved eur484m compared eur472m 2008 ''	1
`` finnish construction group lemminkainen oyj hel : lem1s said today contract provide technical services nevsky centre shopping mall opened november st petersburg russia ''	1
`` finnish software developer basware oyj said november 30 2006 u.s. subsidiary basware inc. order provide software contract lifecycle management unnamed u.s. medical technology company ''	1
`` however sales volumes food industry expected remain relatively good levels finland scandinavia atria said ''	1
nordea sees return positive growth baltic countries 2011	1
operating profit improved 16.7 % eur 7.7 mn	1
operating profit improved 39.9 % eur 18.0 mn eur12 .8 mn	1
operating profit improved 44.0 % er 4.7 mn eur 3.3 mn 2004	1
operating profit improved eur 20.3 mn eur 11.4 mn	1
`` previously company anticipated operating profit improve period ''	1
productional situation improved	1
rautaruukki said construction group yit awarded 2.5 mln eur contract supply steel structures new bridge spanning kemijoki river northern finland	1
`` sales came 241 mln eur compared 211.4 mln also beating consensus forecasts 235 mln eur ''	1
`` thanks multiplying effect wagon performance transport much efficient `` says development manager juha malkia vr cargo ''	1
`` company makes garden tools scissors consumer goods said earnings boosted 6.9 mln eur income received 16.7 pct shareholding finnish engineering group wartsila ''	1
company anticipates turnover whole 2010 surpass previous year eur 67.1 million	1
eps improved eur0 .38 eur0 .27	1
`` financial impact estimated annual improvement eur2 .0 division 's results fiscal year 2008 ''	1
`` financial impact estimated 1.5 meur annual improvement division 's result starting fiscal year 2007 ''	1
rationalization operations seeks achieve eur 1 million yearly savings second quarter current financial year	1
`` sale result gain eur 60 million second quarter 2010 oriola-kd supports finnish company 's strategy focus pharmaceutical wholesale retail operations ''	1
`` turun kaupunkin finland based company awarded contract lemminkainen talotekniikka oy electrical installation work ''	1
moderate significant changes resulted significant 24-32 % reduction estimated cvd risk	1
uponor improved performance spite decrease residential construction us	1
`` simultaneously responsibility area extended legal affairs cover also mergers acquisitions ''	0
`` plants ground continue grow success garden lies well 's maintained ''	0
`` poyry 's contract includes engineering management civil detail engineering services time scheduling procurement services ''	0
`` addus ' services include personal care assistance activities daily living skilled nursing rehabilitative therapies adult day care ''	0
`` aldata solution oyj bertrand sciard president ceo information : aldata solution oyj bertrand sciard president ceo tel +33 1 46 48 28 00 aldata 100 % retail-wholesale aldata 100 % business dedicated retail wholesale business improvement ''	0
alfa group 43.9 % voting stock new company telenor 35.4 % free float 20.7 %	0
altogether 150 subjects mildly elevated cholesterol levels participated four-month long intervention	0
`` arto ryymin born 1964 replace juhani kaisanlahti worked acting evp healthcare & welfare since august 2007 ''	0
capman haavisto responsible group finances accounting	0
`` cablevision systems corp. cvc madison square garden division owns operates new york knickerbockers basketball team ; also madison square garden arena new york rangers hockey team new york liberty women 's basketball team hartford wolf pack hockey team ''	0
`` capman six investment areas capman buyout capman technology capman life science capman russia capman public market capman real estate dedicated team funds ''	0
`` capman plc press release 31 march 2008 jukka ruuska president omx nordic exchanges stockholm stock exchange transfer capman effective later september 2008 ''	0
`` cents profile contains business operations company history major products services prospects key competitors structure key employees locations subsidiaries ''	0
`` conference call participate via conference call please dial 5-10 minutes beginning event : +44 0 20 7162 0025 europe +1 334-323-6201 usa ''	0
construction scheduled start april-june 2007 completed early 2008	0
`` founded 1946 strand associates provides civil environmental transportation electrical mechanical engineering services 350 employees 10 offices wisconsin alabama illinois indiana kentucky ohio ''	0
halonen 's office acknowledged receiving letter declined comment	0
`` headquartered city company nearly 75 years old focuses science-based innovation technology environmental measurement ''	0
`` 2009 lee & man combined annual production capacity close 4.5 million tonnes paper 300,000 tonnes pulp ''	0
`` method smelt spouts 2 separated working area 6 shielding wall 8 10 arranged movable relation smelt spouts ''	0
`` necessary strengthen company 's operations however ''	0
le lay succeeds walter g++nter based finland	0
`` lemminkainen infra oy 's subsidiary lemminkainen sverige ab perform construction work expected start early 2011 completed summer 2013 ''	0
`` los angeles-based pacific office properties trust acquires owns operates office properties western u.s. focusing initially markets honolulu san diego los angeles phoenix ''	0
`` mr. mikko saavalainen head comptel 's global sales concludes : `` gibtelecom provides perfect illustration variety business technical regulatory challenges operators facing oss today ''	0
`` professional consumer applications include personal navigation personal safety field workflow management asset tracking ''	0
satama trainers ' house remain names independent brands business areas	0
`` mentioned shareholders suggest monthly salary eur 1,400 would paid board members outside company ''	0
`` address location provided local controller preferably wireless transmission uses address location access appliance control module ''	0
bank also examining benefits transferring swedish business operate branch office operations would governed finland 's laws	0
`` donations granted aalto university universities helsinki tampere turku eastern finland jyv+skyl+ oulu vaasa polytechnics announced later ''	0
`` guidance set 90 basis points mid-swaps report said ''	0
invention carries international patent publication	0
`` inventors bylander johan ponten fredrik lundberg jorgen ''	0
`` inventors mukkavilli krishna kiran sabharwal ashutosh aazhang behnaam ''	0
`` inventors ridge justin bao yiliang karczewicz marta ''	0
issuer solely responsible content announcement	0
`` market making accordance agreement begin september 24 2009 ''	0
`` offer price $ 35 million including cash $ 10 million net debt assumption face $ 20 million worth cencorp shares issued savcor ''	0
original patent filed finland application	0
swedish subsidiary holds 1.0 % net smelter return `` nsr `` royalties two advanced copper projects northern sweden - viscaria adak projects - developed avalon minerals ltd. asx : avi	0
`` total investment vantaa plant extension amount around 10 million euro okmetic 's share investments worth around 2.7 million ''	0
welcome	0
`` need ready window opens rosberg said ''	0
`` directors shareholders alike ask practices allowed continue ``	0
`` issues identified stonesoft affect range content inspection technology	0
`` want credit card info personal details	0
dopplr dopplr service smart travellers	0
`` according sweden 's minister local government financial markets mats odell decision sell state 's shares telecom group teliasonera carried cooperation state finland ''	0
`` according capman plc 's corporate governance majority committees ' members shall independent company ''	0
`` according finnair technical services measure due employment situation ''	0
`` according honka japan 's managing director marko saarelainen honkarakenne exports 200 ready made log houses japan year ''	0
`` according preliminary data slovakia 's statistics office goods worth e36 .4 million imported finland january october 2010 making 0.1 percent slovakia 's total imports ''	0
`` according seikku retail sector finland controlled 3-4 large actors food manufacturers still relatively small ''	0
`` also six-year historic analysis provided markets ''	0
`` also six-year historic analysis provided market ''	0
amanda said already made usd5 .0 investment commitment russia partners ii fund july 2005	0
`` invention released patent office said : `` chambers pressurized ''	0
audio webcast available live archived cerner 's web site www.cerner.com	0
basware order matching automatically matches purchase invoices approved purchase orders	0
`` capacity facility made finland 's vaahto group 86,000 tons light coated paper ''	0
`` capman asset manager eur 3bn worth assets management nordic region ''	0
`` capman four investment areas ( capman buyout capman technology capman life science capman real estate ) dedicated team ''	0
castecka said town hall would hold talks investors interested zone	0
`` changes announced today effective close trading friday june 19 2009 ''	0
`` chs expo freight major finnish fair exhibition culture logistics company provides logistics services various events land air sea ''	0
competition authorities approve deal finalized	0
`` complete name shareholder : otto henrik bernhard nyberg information please contact maija-liisa friman ceo tel +358 9 7597 0711 ''	0
completion transaction subject final agreement due diligence process	0
construction expected completed summer 2011	0
dragonfly love another video shot start finish using nokia n8	0
`` elcoteq 's electronics manufacturing services ( ems ) business segment serves customers globally engineering manufacturing fulfillment services ''	0
`` eqt completed exit salcomp finnish company makes mobile phone chargers selling remaining stake swedish investment group nordstjernan ( euro ) 35 million ( $ 47 million ) ''	0
`` financialwire ( tm ) cooperation investrend broadcast syndicate also provides complete daily conference call webcast schedules service shareholders investors via firstalert ( tm ) networks oefirstalert ( tm ) daily ''	0
`` following registration number issued outstanding shares basware 12,890,829 ''	0
fortum previously bought state-held stake tgk-10 rao ues reform	0
`` goodwill intangible assets account 2.0 mln euro ( $ 2.6 mln ) purchase price 20 pct payable aspo shares ''	0
`` harold w. young independent broker working closely several retailers including ahold usa market basket cvs bj 's wholesale club hannaford cumberland farms ''	0
`` honkarakenne mainly exports large luxury log houses russia used one-family houses holiday homes ; 70 % sales go moscow region 20 % st petersburg region remainder locations ''	0
`` providing managed services nokia takes responsibility building operating transferring well optimising indosat 3g network ''	0
`` today business pre-empt consumers want said mohammed zainalabedin general manager zain bahrain ''	0
insurance policies simple	0
`` member oneworld alliance includes american airlines british airways ''	0
expected completed end 2007	0
provide heating form hot water sawmill 's needs	0
168 asset management experts manage assets worth eur 35 billion	0
jon risfelt 49 years old holds master science chemical engineering swedish royal institute technology	0
juha haapakoski continue editor-in-chief budget responsibility also new publisher	0
`` jun 25 2008 ( boy genius report delivered newstex ) -- nokia ( nyse : nok ) n78 huh ''	0
`` last july group said intended relocate warehouse office space loudeac saint marcel morvillars east france already operates hook manufacturing distribution unit ''	0
`` lkab headquartered lulea sweden high-tech mining company producing upgraded iron ore products steel industry ''	0
`` look vintage fabric cushion covers '70s coffee pots ceramic serving dishes cocktail glasses stainless steel party dishes ''	0
`` name applicant : jot automation oyname inventor : mammila tuomo piirainen mika kellokoski mikaapplication : 2424-kolnp-2008 adate filing application : 16-06-2008publication date : 30/01/2009 ''	0
national sponsors big read include national endowment arts cooperation institute museum library services arts midwest	0
neste oil corporation refining operation asset summary report summary neste oil corporation refining operation assets summary report essential source company data information	0
`` shares 14,747,084 held company number outstanding shares voting rights attached shares amounts thus 161,256,847 ''	0
`` oka specialises new construction renovation work residential non-residential building well premises industrial logistical use ''	0
okmetic board directors also decided new share ownership program directed company 's top management	0
`` panostaja headquartered tampere finland investment company focusing small medium-sized finnish companies operating traditional industries ''	0
pertti ervi independent company major shareholders	0
`` please inform ir johanna koskinen participation later 20 april 10 a.m. telephone conference financial analysts investors conducted english begin 3:00 p.m. finnish time ( eet ) ''	0
`` previously plant expected completed end 2008 ''	0
`` prothious engineering ( www.prothious.com ) employs 1,000 large portfolio projects annual detailing capacity 100,000 tonnes ''	0
rapala aims move distribution unit ragot loudeac bretagne distribution unit waterqueen fishing line supplier tortue saint marcel central france morvillars	0
`` rapala tournament fishing : major titles already holidays bargain-priced games rapala aim smaller audience ''	0
`` rfid ( radio frequency identification ) method so-called intelligent transport whereby information read saved remotely ''	0
`` sanoma also executive committee accordance company 's articles association prepares proposals matters decided noted board directors ''	0
`` sarantel based wellingborough uk designs high-performance antennas portable wireless devices ''	0
shares acquired accordance section 5 rules nasdaq omx helsinki rules applicable acquisition shares	0
`` succeed krister kylas decided leave teliasonera ''	0
shuweihat 2 got way july 2008 project awarded desalination power contractors	0
`` simmons elected dcuc chairman portsmouth n.h.-gordon a. simmons ceo service credit union elected chairman defense credit union council 2007-2008 term ''	0
stock exchange release 10/3/2011 12:00 sanoma published annual report financial statements 2010 first corporate responsibility report	0
`` stockholm-based nordea bank ( sto : nda ) said yesterday hired casper von koskull lead corporate merchant banking capital markets unit effective 1 september ''	0
`` swedish finnish danish listed companies organized three market cap segments nordic large cap mid cap small cap ''	0
symphony services provides development services aldata gold	0
`` tekla provides 3d software building infrastructure engineering focus building information modelling steel concrete structures design construction ''	0
`` teleste 's hybrid tv solution includes components whole process delivering video services consumers content acquisition service creation delivery range access solutions including hfc ( hybrid fibre-coaxial ) xdsl etth ftth ''	0
agreement valid four years	0
`` broker started upm-kymmene stora enso sappi ` equal-weight ' recommendations holmen norske skog ` underweight ' ratings ''	0
`` business sales ( euro ) 35 million ( $ 44million ) responsible sales marketing lanxess 's paper chemicals business kemira bought ( euro ) 88 million early year ( cw jan. 11 p. 22 ) ''	0
business section also includes ahlstrom 's sustainability report	0
commission said hydrogen peroxide pbs market worth 470 million euros 2000	0
company presently examining whether project would financially feasible	0
company studying feasibility focusing processed meat production vantaa facilities processing fresh meat forssa facilities	0
company specialises temporary electrification heating construction sites	0
`` dividend payable february 1 2010 shareholders record january 19 2010 ''	0
eur 0.7 million non-recurring expenses recorded third quarter	0
event followed on-line via orion 's finnish homepage www.orion.fi well via kauppalehti live web service www.kauppalehti.fi/live	0
extraordinary general meeting expected take place later 18 february 2011	0
first two project phases expected completed end 2012	0
`` group intends relocate warehouse office space loudeac saint marcel morvillars east country already operates hook manufacturing distribution unit ''	0
`` group owns operates fleet 800dwt container capacity 17,000 teus manages diversified fleet railway rolling stock 17,000 units ''	0
`` hayward calif.-based target designs active casual dress footwear well boots sandals ''	0
`` lemminkainen group headquartered helsinki finland operates sectors construction industry : civil engineering building contracting technical building services building materials industry ''	0
`` marubeni group focuses creating `` value chain `` upstream downstream encompassing wide variety business fields including oil & gas metals mineral resources foods pulp & paper chemicals among others ''	0
new b shares carry right dividend shareholder rights effect today	0
office space rise remodeled cannon street underground station	0
oxyview pulse oximeter common device check patient blood-oxygen saturation level pulse rate	0
project expected completed 2009	0
`` reason st. petersburg status capital one participants meeting quoted chikunov saying ''	0
`` report goes provide detailed profiles ten leading european specialty chemicals companies brief profiles major players ''	0
`` report profiles 614 companies including many key niche players worldwide black & decker corporation fiskars corporation fiskars brands inc. husqvarna outdoor products inc. k+s group ryobi technologies inc. scotts miracle-gro company van group inc ''	0
server responsible managing devices user accounts desktop client application enables remote access mobile phones	0
share share capital mentioned shareholders remains 5 %	0
`` shares shall repurchased public trading reason shares repurchased otherwise proportion holdings shareholders ''	0
`` subsidiary responsible filter sales local assembly filters market services china ''	0
total value project valued sek 30bn ( eur 2.83 bn usd 3.81 bn )	0
trade accordance agreement announced 26 march 2008	0
transaction expected completed next spring	0
writing publication lemmink+inen - history continuation earlier collaboration antti tuuri company	0
`` products include personal communications products mobile phones parts home communications products set-top boxes electronics flat panel tvs well communications networks products base-stations tower-top amplifiers microwave systems ''	0
`` check make bid deka showroom fortitude valley ''	0
uponor maintains full-year guidance 2010	0
`` utah 's capital wanted next u.s. headquarters amer sports corp. ski-equipment company ''	0
would like see changed nokia 's next attempt	0
`` completed 120-meter watchtower highest building ireland ''	0
`` viking pay eur 130 million new ship completed january 2008 ''	0
assa abloy kaupthing bank gave ` neutral ' recommendation share price target 174 crowns $ 24.7 - 19 euro swedish lock maker assa abloy ab	0
`` aim understand different traffic patterns based use building	0
`` vaalipalvelu-service especially developed use communities organizations	0
`` `` industry coming interesting fork road handset manufacturers wireless carriers attempt serve portal web-based service wireless handset `` wrote ''	0
18:30 dinner conference program also viewed live audio webcast internet pages www.citycon.com	0
plumbing business announced sponsoring professional darts player	0
`` a. le coq special developed bicentenary company trade mark brewer said ''	0
another noticeable thing search tata airtel brands mostly related ` broadband connections '	0
aspo also investigated sales opportunities kaukomarkkinat 's electronics business	0
`` beginning subscription period may 2 2006 share subscription price b option right eur 10.22 per share ''	0
mr walden mr ignatius responsible also newspapers ' business result	0
capitex kalmar continue responsible maintenance technical development services	0
